name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Houston,2019-06-12,33.9,23,28.2,31.9,23,28.1,15.9,51,0.014,100,4.17,rain,0,0,,13.3,13.1,1014.8,25.5,15.9,304.3,26.2,10,,2019-06-12T06:20:26,2019-06-12T20:22:21,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-13,33.7,24.2,29,33.9,24.2,29.1,18.1,55.1,0,0,0,,0,0,24.1,12.4,4.5,1016.9,26.5,15.7,259.1,22.3,9,,2019-06-13T06:20:29,2019-06-13T20:22:43,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-14,33.7,25.8,29,34.9,25.8,30,19.8,59.1,0,0,0,,0,0,25.9,14.9,150.2,1016.2,26.2,15.8,268.1,23.1,10,,2019-06-14T06:20:32,2019-06-14T20:23:04,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-15,33.1,26,29.4,37.1,26,32,22.6,68.4,0.394,100,8.33,rain,0,0,40.2,24.1,177.9,1013.3,23.2,14.7,227.8,19.7,9,,2019-06-15T06:20:37,2019-06-15T20:23:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-16,31.8,21.2,27.3,36.2,21.2,30.3,23.3,79.4,5.752,100,25,rain,0,0,51.8,25.9,139.6,1012.4,42.9,11.8,114.4,9.8,5,,2019-06-16T06:20:43,2019-06-16T20:23:43,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-17,32.7,19.2,25.5,34.5,19.2,26.4,20.1,74.9,8.601,100,37.5,rain,0,0,55.1,22.6,46.5,1012.4,32.9,14.9,205.9,17.8,9,,2019-06-17T06:20:51,2019-06-17T20:24:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-18,34.8,24.9,29.7,38.8,24.9,32.4,22.6,67.5,0,0,0,,0,0,22.3,14.4,230.3,1012.4,41,15.7,224.3,19.5,8,,2019-06-18T06:20:59,2019-06-18T20:24:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960,D0326"
Houston,2019-06-19,35.4,25.9,30,40.8,25.9,33.8,23.8,71.5,0,0,0,,0,0,33.5,17.8,195.9,1010.3,20.6,14.9,272.3,23.7,10,,2019-06-19T06:21:09,2019-06-19T20:24:33,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-20,34.6,26.1,30,41.3,26.1,35.1,24.6,74.4,0,0,0,,0,0,29.5,18.4,187,1010.8,27.3,12.9,223.1,19.3,10,,2019-06-20T06:21:20,2019-06-20T20:24:48,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-21,33.9,27.1,30.4,40.1,31.5,36.4,25.1,74.7,0,0,0,,0,0,37.1,15.4,163.1,1012.4,50.5,11.5,258.1,22.4,10,,2019-06-21T06:21:33,2019-06-21T20:25:01,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-22,33.8,27.7,30.2,41.4,32,36.7,25.4,76.1,0.97,100,12.5,rain,0,0,41.3,15.1,163.9,1013.8,54.6,9.8,195.1,16.9,7,,2019-06-22T06:21:46,2019-06-22T20:25:13,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-23,33.9,28.1,30.5,41.5,32.3,36.5,24.9,72.9,0.023,100,4.17,rain,0,0,40.6,20.7,172.9,1012,46.6,11.3,184.2,16,7,,2019-06-23T06:22:01,2019-06-23T20:25:23,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-24,30.4,20.1,26.6,35,20.1,28.9,21.6,75.7,23.627,100,25,rain,0,0,67.1,44.2,111.6,1013,39.7,12.3,198,17.1,8,,2019-06-24T06:22:16,2019-06-24T20:25:33,0.74,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KHOU,72059400188,KIAH,E5607,KMCJ,72244012918,72243012960,D0326"
Houston,2019-06-25,27.8,22.1,24.5,30.5,22.1,24.6,20.8,80.4,12.141,100,45.83,rain,0,0,46.4,19.1,128.3,1016,22.5,13.6,87.8,7.5,4,,2019-06-25T06:22:33,2019-06-25T20:25:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,AN528,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-26,32.9,23.1,27.8,38.6,23.1,30.5,22.9,75.8,0.023,100,4.17,rain,0,0,40.7,7.8,67.9,1018.7,21,14.1,89.8,7.6,5,,2019-06-26T06:22:51,2019-06-26T20:25:48,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-27,32.2,25.9,27.9,37.9,25.9,30.2,23.7,79.1,0.322,100,12.5,rain,0,0,37.1,14.8,50.5,1020.3,35.3,13.2,109.3,9.4,6,,2019-06-27T06:23:09,2019-06-27T20:25:54,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-28,36.2,24.5,28.1,38.7,24.5,29.4,22,72.2,0.883,100,12.5,rain,0,0,57.2,12.8,351.8,1019.5,32.8,12.3,204.4,17.5,10,,2019-06-28T06:23:29,2019-06-28T20:25:58,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-29,33.2,22.7,26.2,37.4,22.7,27.3,21.8,77.9,2.595,100,25,rain,0,0,66.6,22.5,313,1018.1,32,14.1,143.3,12.4,8,,2019-06-29T06:23:50,2019-06-29T20:26:01,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-06-30,31.3,22.1,26.4,32.9,22.1,27.1,19.8,68.7,0,0,0,,0,0,24.1,10.5,233,1016.5,26.9,15.8,177,15.4,7,,2019-06-30T06:24:11,2019-06-30T20:26:02,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-01,34.6,24.9,29,37,24.9,30.9,21.7,67.1,0,0,0,,0,0,22.3,11.8,163.2,1016.5,30.8,15.5,253.9,22.1,10,,2019-07-01T06:24:34,2019-07-01T20:26:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-02,32.8,24.5,27.5,36.8,24.5,29.2,22.9,76.9,1.576,100,16.67,rain,0,0,50.8,9.8,78.6,1015.3,21.6,15.6,161.7,13.9,8,,2019-07-02T06:24:57,2019-07-02T20:26:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,AN537,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-03,32.2,24,27.6,37.3,24,30.4,23.4,78.7,0,0,0,,0,0,,9.9,134.6,1014.1,22.6,15,158.5,13.8,6,,2019-07-03T06:25:21,2019-07-03T20:25:59,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN537,KIAH,AN528,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-04,33.7,26.6,29.4,39.2,26.6,33.9,24.2,75.1,1.444,100,12.5,rain,0,0,44.6,16.7,152.8,1014.9,41.8,13.2,214.2,18.5,8,,2019-07-04T06:25:46,2019-07-04T20:25:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-05,35.8,26,29.9,40,26,33.2,23.7,71.8,0,0,0,,0,0,25.9,12,157.2,1017.6,23.5,14.8,266.8,22.9,10,,2019-07-05T06:26:12,2019-07-05T20:25:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-06,36.2,25.9,30.4,40.2,25.9,33.4,23,67.1,0,0,0,,0,0,20.5,9.9,97.5,1018.2,17.6,15.3,293.2,25.1,10,,2019-07-06T06:26:39,2019-07-06T20:25:42,0.14,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-07,36.7,25.9,30.6,41.3,25.9,34.2,23.1,67.1,0,0,0,,0,0,25.9,11.3,199,1016.1,18.4,15.5,256.6,22.1,8,,2019-07-07T06:27:06,2019-07-07T20:25:34,0.17,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-08,36.7,26.9,30.8,41,30.3,35.6,24,69.7,0.371,100,8.33,rain,0,0,22.3,12.7,203.8,1014,24.8,15.7,279.5,24.1,9,,2019-07-08T06:27:34,2019-07-08T20:25:24,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-09,36.7,26.4,30.9,40.3,26.4,34.7,23.1,66,0,0,0,,0,0,24.1,12.5,198.7,1014.1,18.2,15.6,260.5,22.3,8,,2019-07-09T06:28:03,2019-07-09T20:25:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960,D0326"
Houston,2019-07-10,37.2,26.9,31.4,41.7,29.9,35.7,23.1,64,0,0,0,,0,0,22.3,12.1,229.6,1014.5,25,15.5,253.9,21.8,10,,2019-07-10T06:28:32,2019-07-10T20:25:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-11,36,26,31.1,40.4,26,34.6,22.4,61.6,0,0,0,,0,0,38.9,17,343.1,1011.7,16,15.8,268.4,23,9,,2019-07-11T06:29:01,2019-07-11T20:24:47,0.32,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-12,36,28,31.8,39.1,31.5,34.9,21.3,55.9,0,0,0,,0,0,38.7,26.9,352.7,1008.3,13.3,15.9,282.7,24.5,10,,2019-07-12T06:29:32,2019-07-12T20:24:31,0.35,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-13,33,27,29.6,37.1,29.2,32.7,22.1,65,1.472,100,12.5,rain,0,0,45.1,28.3,333,1007,38.8,15.4,188.5,16.2,7,,2019-07-13T06:30:03,2019-07-13T20:24:14,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-14,34.3,26,29.5,37,26,31.8,22.1,66.2,0,0,0,,0,0,25.9,14.4,273.4,1010.4,50.7,15.8,227.6,19.7,7,,2019-07-14T06:30:34,2019-07-14T20:23:56,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960,D0326"
Houston,2019-07-15,34.6,27.2,30.1,39.6,31.5,35.2,24.3,72.9,0,0,0,,0,0,34.5,17.3,196.7,1013.2,38.8,11.3,223.7,19.2,8,,2019-07-15T06:31:06,2019-07-15T20:23:36,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-16,34.9,27,30.2,40.6,30.6,35.1,24.2,71.9,0,0,0,,0,0,32.1,16.5,172.5,1015.8,27,14.5,211.9,18.2,9,,2019-07-16T06:31:38,2019-07-16T20:23:15,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-17,35.3,26.1,30.2,41.2,26.1,34.9,24.2,72,0.418,100,12.5,rain,0,0,35.3,12.1,144.8,1016.7,29.4,14.6,203.8,17.7,9,,2019-07-17T06:32:11,2019-07-17T20:22:52,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-18,35.3,25.9,30.4,39.6,25.9,33.8,23,66.8,0,0,0,,0,0,28.7,13.2,166.5,1016.2,28.7,15.8,267.8,23.2,10,,2019-07-18T06:32:44,2019-07-18T20:22:28,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,72244012918,KMCJ,72243012960"
Houston,2019-07-19,35.3,26,30.1,40,26,33.8,23.4,69.3,0.264,100,8.33,rain,0,0,24.4,12.5,153.6,1015.5,25.6,15.2,240.5,20.6,8,,2019-07-19T06:33:17,2019-07-19T20:22:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-20,35.4,26.9,30.5,39.6,29.9,34.7,23.4,67.7,0.014,100,4.17,rain,0,0,25.9,15.3,165.7,1014.7,29.7,15.7,230.3,19.8,9,,2019-07-20T06:33:51,2019-07-20T20:21:35,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,AN528,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-21,35.6,26.9,29.6,39.5,29.8,33.7,23.6,71.9,0.329,100,4.17,rain,0,0,,12.2,147.1,1014.3,24,15,194,16.7,9,,2019-07-21T06:34:25,2019-07-21T20:21:07,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-22,33.6,27,29,37.9,30.3,33,23.8,74.9,1.415,100,4.17,rain,0,0,29.5,10.7,271.5,1014.9,28.3,14.6,121.8,10.4,7,,2019-07-22T06:34:59,2019-07-22T20:20:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-23,31.2,26,27.8,33.5,26,29.7,21.6,70.7,0.177,100,8.33,rain,0,0,38.9,26.6,353.3,1015.7,55.4,15.8,102.7,8.9,4,,2019-07-23T06:35:34,2019-07-23T20:20:06,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-24,31.6,22,26.9,30.3,22,26.6,14.3,47.9,0,0,0,,0,0,37.1,23.5,24.1,1017.2,2,16,307.9,26.7,10,,2019-07-24T06:36:08,2019-07-24T20:19:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-25,32.9,21.8,27.5,31.9,21.8,27.1,14.6,47.3,0,0,0,,0,0,31.7,17.9,28.7,1017.5,5.9,15.8,302.8,26.3,10,,2019-07-25T06:36:43,2019-07-25T20:19:00,0.79,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-26,34.2,23.4,28.7,34.4,23.4,29.5,18.2,54.8,0,0,0,,0,0,31.7,16.3,38.3,1018.4,15.6,15.6,247,21.4,10,,2019-07-26T06:37:18,2019-07-26T20:18:25,0.82,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-27,36.7,25.1,29.9,39.6,25.1,32.5,22.4,66.7,0,0,0,,0,0,20.5,13.2,74.3,1018.8,21.9,15.8,214.3,18.4,10,,2019-07-27T06:37:53,2019-07-27T20:17:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-28,32,25.9,28.4,36.3,25.9,30.9,22.9,73.2,0.047,100,4.17,rain,0,0,39.1,13.8,167.1,1018.6,19,15,172.5,14.8,8,,2019-07-28T06:38:29,2019-07-28T20:17:10,0.89,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-29,35.3,26,29.1,38.9,26,31.5,22.9,71.6,1.424,100,12.5,rain,0,0,64.8,17.4,172.1,1016.4,17,14.2,200.3,17.2,10,,2019-07-29T06:39:04,2019-07-29T20:16:31,0.92,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-30,36.9,24.4,29.4,38.9,24.4,32,22.5,69.8,0.277,100,4.17,rain,0,0,55.4,16.5,220.1,1015.8,25.2,15,219.1,18.8,8,,2019-07-30T06:39:39,2019-07-30T20:15:51,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-07-31,34.8,25.7,29.7,39.4,25.7,32.5,23.3,70.9,0.03,100,4.17,rain,0,0,,9.7,79.3,1016.1,26.8,14.7,252.6,21.6,9,,2019-07-31T06:40:15,2019-07-31T20:15:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-01,36,25.9,29.9,39.1,25.9,32.6,22.3,65.4,0,0,0,,0,0,31.7,10.7,42.1,1016.1,22.4,15.6,225.4,19.5,10,,2019-08-01T06:40:50,2019-08-01T20:14:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-02,36.4,26,30.6,38.8,26,33.2,21.8,62.3,0,0,0,,0,0,,8.3,63.9,1014.7,23.6,15.7,217.8,18.6,9,,2019-08-02T06:41:26,2019-08-02T20:13:43,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-03,34.9,26.9,29.9,38.7,29.4,33.1,22.3,64.9,0.099,100,4.17,rain,0,0,37.1,12.5,326.3,1013.4,31.7,15.5,188.5,16.3,6,,2019-08-03T06:42:02,2019-08-03T20:12:57,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-04,33.5,27,29.6,36.5,29.6,32.9,22.4,65.9,0.155,100,8.33,rain,0,0,,10.8,9.1,1013.8,29.6,15.9,157.5,13.7,7,,2019-08-04T06:42:37,2019-08-04T20:12:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-05,34.9,26.8,30.1,38.3,29.6,33.8,22.8,66.6,0,0,0,,0,0,40.7,17.9,150.5,1013.9,20.8,15.9,192.2,16.6,10,,2019-08-05T06:43:13,2019-08-05T20:11:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-06,35.4,26.8,30.3,40.7,29.7,34.6,23.4,68.3,0,0,0,,0,0,33.5,12.4,195.5,1013.6,24.7,15.8,200.8,17.5,10,,2019-08-06T06:43:48,2019-08-06T20:10:34,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-07,37,27,31.2,40.4,30.5,35.4,23.3,65.9,0,0,0,,0,0,29.5,15.6,195.7,1013.5,21.9,15,231.7,20.1,10,,2019-08-07T06:44:24,2019-08-07T20:09:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-08,37.1,27,31.3,42.7,30.5,36.2,23.9,67.7,0,0,0,,0,0,28.8,19.1,195.8,1013.4,25.3,15,260.3,22.5,10,,2019-08-08T06:44:59,2019-08-08T20:08:54,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-09,37,27.9,31.5,41.7,32.6,36.1,23.4,65.1,0,0,0,,0,0,26,15.2,185.3,1013.9,16,14.9,269.3,23,10,,2019-08-09T06:45:34,2019-08-09T20:08:01,0.3,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-10,37.8,26.9,31.3,41.5,30.1,35.6,23.3,65.4,0,0,0,,0,0,27.7,12.2,181.6,1014.1,23.5,15.2,273.2,23.5,10,,2019-08-10T06:46:09,2019-08-10T20:07:08,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-11,38.7,26.9,31.6,43.4,30,36.3,23.5,65.4,0,0,0,,0,0,27.7,15.7,193.3,1014.7,23.4,15.5,201.6,17.2,8,,2019-08-11T06:46:44,2019-08-11T20:06:14,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-12,38.6,27,31.8,42,30.7,36.4,23.3,64,0,0,0,,0,0,25.9,15.2,202.8,1013.3,21.6,15.8,252.5,21.7,10,,2019-08-12T06:47:19,2019-08-12T20:05:19,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-13,39,27,31.9,42.2,30.5,36.4,23.2,63.7,0,0,0,,0,0,27.7,13,201.9,1012.8,19,15.5,202,17.4,8,,2019-08-13T06:47:54,2019-08-13T20:04:23,0.44,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-14,39.3,25.2,30.9,42.4,25.2,34.8,23.4,68.7,23.206,100,20.83,rain,0,0,70.2,15.7,270.2,1013.8,28.4,14,230,19.8,9,,2019-08-14T06:48:29,2019-08-14T20:03:26,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-15,36.9,25.1,30.2,41.3,25.1,33.4,23.3,69.5,0,0,0,,0,0,27.7,8.9,4.9,1014.1,20.5,15.5,222.9,19.2,7,,2019-08-15T06:49:04,2019-08-15T20:02:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-16,35.7,27.8,30.5,40.6,32.2,35.5,24,70,2.501,100,4.17,rain,0,0,25.9,8.9,16.6,1013.3,34.7,15.3,169.5,14.6,9,,2019-08-16T06:49:38,2019-08-16T20:01:29,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-17,34.5,27,30.2,39.6,30.1,35,23.9,70,1.015,100,12.5,rain,0,0,29.5,16.3,172.3,1012.2,25.1,15.4,172,14.8,7,,2019-08-17T06:50:12,2019-08-17T20:00:29,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-18,35,27,30.5,41.2,30.4,35.7,24.2,70.3,0.746,100,20.83,rain,0,0,29.5,18.5,185.2,1012.7,21.2,15,230.3,19.8,10,,2019-08-18T06:50:47,2019-08-18T19:59:28,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-19,36.4,27,30.3,41.8,30.5,35.6,24.5,72.9,7.183,100,16.67,rain,0,0,57.2,15,227.6,1014.9,21.7,13.9,218.6,19,10,,2019-08-19T06:51:21,2019-08-19T19:58:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-20,32.9,26.2,29.4,37.6,26.2,33.5,23.7,72.8,5.604,100,8.33,rain,0,0,26.6,12.8,177.4,1016.3,32.6,12.3,167.2,14.3,7,,2019-08-20T06:51:55,2019-08-20T19:57:24,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,AN528,KIAH,E5607,KMCJ,72244012918,72243012960"
Houston,2019-08-21,35.7,26.8,30.4,38.7,29.6,33.7,22.5,64.9,0,0,0,,0,0,50,13.4,177.4,1015.8,20.1,14.4,219.9,18.8,9,,2019-08-21T06:52:28,2019-08-21T19:56:21,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,AN528,KIAH,E5607,72244012918,KMCJ,72243012960"
Houston,2019-08-22,35.4,26.6,30,40.6,26.6,33.8,23,67.5,0.028,100,8.33,rain,0,0,27.7,14.9,78.9,1013.7,19.9,15.2,229.7,19.9,9,,2019-08-22T06:53:02,2019-08-22T19:55:17,0.74,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,AN528,E5607,KMCJ,72244012918,72243012960"
